|Address|price|other|agent|beds|baths|sqft|zip code|Report|typ|lat|lon|locality|Date|price1
47|5 Buffalo Rd Saugerties, NY 12477|$449,000|||2bd|Error|2,128 sqft (on 2.80 acres)|12477|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.108372|-74.010529|Saugerties|20220516|449000.0
48|74 Secor Ln Hopewell Junction, NY 12533|$599,900|||3bd|Error|2,391 sqft (on 3 acres)|12533|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.594257|-73.82515|Hopewell Junction|20220516|599900.0
49|866 Hollow Rd Salt Point, NY 12578|$450,000|||4bd|Error|2,776 sqft (on 2.40 acres)|12578|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.845047|-73.817062|Salt Point|20220516|450000.0
50|229 Lily Lake Rd Highland, NY 12528|$575,000|||3bd|Error|2,704 sqft (on 2.40 acres)|12528|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.766964|-74.008774|Highland|20220516|575000.0
51|16 Starlight Dr Hopewell Junction, NY 12533|$489,000|||3bd|Error|2,524 sqft (on 2.09 acres)|12533|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.625404|-73.710014|Hopewell Junction|20220516|489000.0
52|74 Rockledge Rd Hopewell Junction, NY 12533|$349,900|||2bd|Error|1,900 sqft (on 3.50 acres)|12533|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.516071|-73.783028|Hopewell Junction|20220516|349900.0
53|82 Downing Rd Pleasant Valley, NY 12569|$345,000|||3bd|Error|1,573 sqft (on 10.08 acres)|12569|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.718887|-73.763382|Pleasant Valley|20220516|345000.0
54|1162 Duell Rd Stanfordville, NY 12581|$499,000|||3bd|Error|2,698 sqft (on 4.76 acres)|12581|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.870052|-73.689018|Stanfordville|20220516|499000.0
55|706 Beekman Rd Hopewell Junction, NY 12533|$550,000|||3bd|Error|958 sqft (on 4 acres)|12533|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.600487|-73.738449|Hopewell Junction|20220516|550000.0
56|495 E Mountain Rd N Cold Spring, NY 10516|$475,000|||3bd|Error|1,512 sqft (on 6 acres)|10516|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.489128|-73.864037|Cold Spring|20220516|475000.0
57|139 Timberwall Rd Saugerties, NY 12477|$449,000|||3bd|Error|1,248 sqft (on 2.20 acres)|12477|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.044743|-74.037407|Saugerties|20220516|449000.0
58|2 Rossway Rd Pleasant Valley, NY 12569|$589,000|||4bd|Error|2,166 sqft (on 3.02 acres)|12569|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.753716|-73.79261|Pleasant Valley|20220516|589000.0
59|241 Kidd Ln Tivoli, NY 12583|$309,000|||3bd|Error|1,008 sqft (on 5.06 acres)|12583|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.048431|-73.905701|Tivoli|20220516|309000.0
60|42 Bowmans Glen Ln Clinton Corners, NY 12514|$595,000|||2bd|Error|1,260 sqft (on 10.18 acres)|12514|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.883953|-73.776405|Clinton Corners|20220516|595000.0
61|276 Diddell Rd Poughkeepsie, NY 12603|$479,000|||4bd|Error|2,100 sqft (on 8 acres)|12603|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.638153|-73.821426|Poughkeepsie|20220516|479000.0
62|110 Green Point Rd Catskill, NY 12414|$554,000|||3bd|Error|2,288 sqft (on 4.10 acres)|12414|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.181358|-73.879677|Catskill|20220516|554000.0
63|65 Carman Dr Catskill, NY 12414|$589,900|||4bd|Error|6,600 sqft (on 5.10 acres)|12414|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.169491|-73.94577|Catskill|20220516|589900.0
64|6 Scott Ln Lagrangeville, NY 12540|$570,000|||4bd|Error|2,832 sqft (on 2.22 acres)|12540|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.652386|-73.746231|Lagrangeville|20220516|570000.0
65|1169 Route 216 Poughquag, NY 12570|$515,000|||3bd|Error|2,060 sqft (on 3.28 acres)|12570|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.607674|-73.680199|Poughquag|20220516|515000.0
66|205 Shenandoah Rd Hopewell Junction, NY 12533|$599,000|||3bd|Error|1,950 sqft (on 7.10 acres)|12533|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.542477|-73.808861|Hopewell Junction|20220516|599000.0
67|19 Pine Rd Lot, NY 12523|$229,900|||2bd|Error|1,044 sqft (on 2 acres)|12523|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.061344|-73.80101|Lot|20220516|229900.0
70|0 Ten Neighbors Rd Catskill, NY 12571|$99,000|||2bd|Error|916 sqft (on 5 acres)|12571|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.21347|-73.861061|Catskill|20220516|99000.0
71|1 Lot Ten Neighbors Rd Red Hook, NY 12571|$99,000|||2bd|Error|916 sqft (on 5 acres)|12571|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.024807|-73.734634|Red Hook|20220516|99000.0
79|44 Sterling St Kingston, NY 12401|$299,000|||3bd|Error|1,406 sqft (on 38 acres)|12401|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.928486|-74.007202|Kingston|20220516|299000.0
80|7 Sheeley Dr Rosendale, NY 12472|$399,000|||2bd|Error|576 sqft (on 13.42 acres)|12472|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.863731|-74.046379|Rosendale|20220516|399000.0
81|18 Country Ln Garrison, NY 10524|$549,000|||4bd|Error|3,268 sqft (on 5.78 acres)|10524|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.335323|-73.925728|Garrison|20220516|549000.0
84|1236 County Route 6 Germantown, NY 12526|$399,000|||4bd|Error|2,231 sqft (on 2.04 acres)|12526|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.086872|-73.829338|Germantown|20220516|399000.0
85|4 Old Grange Rd Hopewell Junction, NY 12533|$539,000|||3bd|Error|2,176 sqft (on 2.02 acres)|12533|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.541229|-73.851173|Hopewell Junction|20220516|539000.0
89|876 South St Highland, NY 12528|$597,000|||4bd|Error|1,923 sqft (on 30 acres)|12528|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.637592|-74.044067|Highland|20220516|597000.0
90|1260 State Route 82 Ancram, NY 12502|$350,000|||2bd|Error|720 sqft (on 7.04 acres)|12502|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.10891|-73.697098|Ancram|20220516|350000.0
91|34 Meadow View Dr Marlboro, NY 12542|$589,900|||4bd|Error|2,900 sqft (on 2.10 acres)|12542|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.623409|-73.982887|Marlboro|20220516|589900.0
92|4514 State Route 32 Catskill, NY 12414|$192,000|||3bd|Error|1,880 sqft (on 2.82 acres)|12414|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.18309|-73.984085|Catskill|20220516|192000.0
93|532 Salt Point Tpke Poughkeepsie, NY 12601|$325,000|||4bd|Error|1,616 sqft (on 6.32 acres)|12601|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.741146|-73.878426|Poughkeepsie|20220516|325000.0
94|1475 Jackson Corners Rd Red Hook, NY 12571|$249,900|||2bd|Error|1,131 sqft (on 2 acres)|12571|20220516Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.019161|-73.747879|Red Hook|20220516|249900.0
0|64 Queens Way Mahopac, NY 10541|$549,000|||3bd|Error|2,032 sqft (on 2.93 acres)|10541|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.366001|-73.716492|Mahopac|20220523|549000.0
1|546 E Kerley Corners Rd Tivoli, NY 12583|$429,000|||3bd|Error|1,096 sqft (on 20 acres)|12583|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.043781|-73.807823|Tivoli|20220523|429000.0
4|4 Annarock Dr Somers, NY 10589|$545,000|||3bd|Error|1,880 sqft (on 2.04 acres)|10589|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.312881|-73.696709|Somers|20220523|545000.0
6|1185 Route 82 Hopewell Junction, NY 12533|$589,900|||4bd|Error|2,372 sqft (on 2.10 acres)|12533|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.60083|-73.792709|Hopewell Junction|20220523|589900.0
8|445 White Schoolhouse Rd Rhinebeck, NY 12572|$589,000|||4bd|Error|2,440 sqft (on 4.68 acres)|12572|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.915871|-73.853813|Rhinebeck|20220523|589000.0
9|500 1st Ave Kingston, NY 12401|$569,000|||3bd|Error|1,834 sqft (on 2.60 acres)|12401|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.943295|-73.977119|Kingston|20220523|569000.0
10|299 River Rd Ulster Park, NY 12487|$599,000|||3bd|Error|1,898 sqft (on 15.78 acres)|12487|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.862202|-73.958244|Ulster Park|20220523|599000.0
11|25 Thompson Ter Wappingers Falls, NY 12590|$549,000|||3bd|Error|2,157 sqft (on 4 acres)|12590|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.56012|-73.871201|Wappingers Falls|20220523|549000.0
12|8 Woodland Ct Wappingers Falls, NY 12590|$346,400|||3bd|Error|1,664 sqft (on 2.79 acres)|12590|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.571537|-73.923561|Wappingers Falls|20220523|346400.0
13|463 Route 82 Hopewell Junction, NY 12533|$375,000|||3bd|Error|1,528 sqft (on 3.39 acres)|12533|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.570156|-73.840912|Hopewell Junction|20220523|375000.0
14|419 Fitzsimmons Rd Red Hook, NY 12571|$289,000|||2bd|Error|696 sqft (on 6.18 acres)|12571|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.031223|-73.782326|Red Hook|20220523|289000.0
15|2407 Route 9D Wappingers Falls, NY 12590|$399,900|||4bd|Error|1,576 sqft (on 2.06 acres)|12590|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.582943|-73.925606|Wappingers Falls|20220523|399900.0
16|219 Martin Rd Lagrangeville, NY 12540|$300,000|||3bd|Error|1,080 sqft (on 2.67 acres)|12540|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.627308|-73.731911|Lagrangeville|20220523|300000.0
17|153 Beach Rd Poughquag, NY 12570|$550,000|||4bd|Error|2,507 sqft (on 2.55 acres)|12570|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.628647|-73.675087|Poughquag|20220523|550000.0
18|365 Route 216 Stormville, NY 12582|$569,000|||4bd|Error|2,800 sqft (on 6.38 acres)|12582|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.57856|-73.737816|Stormville|20220523|569000.0
19|60 Queens Way Mahopac, NY 10541|$540,000|||3bd|Error|3,306 sqft (on 3.18 acres)|10541|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.365425|-73.716072|Mahopac|20220523|540000.0
20|58 Cole Rd Pleasant Valley, NY 12569|$425,000|||3bd|Error|1,250 sqft (on 2 acres)|12569|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.697998|-73.744637|Pleasant Valley|20220523|425000.0
21|311 Lasher Rd Tivoli, NY 12583|$339,000|||3bd|Error|1,189 sqft (on 8.36 acres)|12583|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.063175|-73.86808|Tivoli|20220523|339000.0
22|6 Farm View Rd Wappingers Falls, NY 12590|$471,000|||4bd|Error|2,080 sqft (on 2.55 acres)|12590|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.645435|-73.838608|Wappingers Falls|20220523|471000.0
23|61 Stickles Rd Hudson, NY 12534|$400,000|||3bd|Error|1,962 sqft (on 2 acres)|12534|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.165943|-73.774109|Hudson|20220523|400000.0
24|53 Stickles Rd Hudson, NY 12534|$500,000|||3bd|Error|1,652 sqft (on 2 acres)|12534|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.166508|-73.774094|Hudson|20220523|500000.0
25|53 Stickle Rd Hudson, NY 12534|$500,000|||3bd|Error|1,652 sqft (on 2 acres)|12534|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.166191|-73.774094|Hudson|20220523|500000.0
26|61 Stickle Rd Hudson, NY 12534|$400,000|||3bd|Error|1,962 sqft (on 2 acres)|12534|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.187889|-73.72319|Hudson|20220523|400000.0
27|8083 Albany Post Rd Red Hook, NY 12571|$449,900|||4bd|Error|3,088 sqft (on 3.23 acres)|12571|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.028339|-73.847534|Red Hook|20220523|449900.0
28|11 Lakeside Dr Rhinebeck, NY 12572|$525,000|||3bd|Error|2,560 sqft (on 10.59 acres)|12572|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.941898|-73.822563|Rhinebeck|20220523|525000.0
29|80 Tobin Dr Clinton Corners, NY 12514|$589,000|||3bd|Error|2,388 sqft (on 2.93 acres)|12514|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.901146|-73.773598|Clinton Corners|20220523|589000.0
30|68 Shadblow Ln Clinton Corners, NY 12514|$465,000|||3bd|Error|1,470 sqft (on 2.55 acres)|12514|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.896923|-73.781052|Clinton Corners|20220523|465000.0
31|264 Ridge Rd Milton, NY 12547|$475,000|||4bd|Error|2,500 sqft (on 2.30 acres)|12547|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.637711|-73.978699|Milton|20220523|475000.0
32|133 Churchland Rd Saugerties, NY 12477|$290,000|||3bd|Error|1,456 sqft (on 3 acres)|12477|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.07378|-73.98642|Saugerties|20220523|290000.0
33|287 Norton Rd Red Hook, NY 12571|$425,000|||2bd|Error|1,052 sqft (on 2.39 acres)|12571|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.988224|-73.861816|Red Hook|20220523|425000.0
34|135 Main St Lake Katrine, NY 12449|$590,000|||5bd|Error|2,196 sqft (on 2 acres)|12449|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.00309|-74.004852|Lake Katrine|20220523|590000.0
35|69 Cedar Ln Hudson, NY 12534|$525,000|||3bd|Error|1,500 sqft (on 2 acres)|12534|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.171265|-73.826767|Hudson|20220523|525000.0
36|2284 Route 55 Hopewell Junction, NY 12533|$365,000|||3bd|Error|1,666 sqft (on 4 acres)|12533|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.633217|-73.710808|Hopewell Junction|20220523|365000.0
37|271 Oak Ridge Rd Hopewell Junction, NY 12533|$369,900|||4bd|Error|2,560 sqft (on 3.14 acres)|12533|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.579418|-73.790161|Hopewell Junction|20220523|369900.0
38|158 Bohl Rd Hopewell Junction, NY 12533|$499,000|||3bd|Error|2,436 sqft (on 2.24 acres)|12533|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.567101|-73.819252|Hopewell Junction|20220523|499000.0
39|400 Willow Tree Rd Milton, NY 12547|$199,999|||5bd|Error|1,582 sqft (on 2.10 acres)|12547|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.658981|-73.999367|Milton|20220523|199999.0
40|134 Dorothy Ln Wappingers Falls, NY 12590|$529,900|||3bd|Error|2,582 sqft (on 2.20 acres)|12590|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.562099|-73.874573|Wappingers Falls|20220523|529900.0
41|371 Rossway Rd Pleasant Valley, NY 12569|$400,000|||3bd|Error|1,812 sqft (on 3.27 acres)|12569|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.730293|-73.775574|Pleasant Valley|20220523|400000.0
42|742 Noxon Rd Poughkeepsie, NY 12603|$525,000|||4bd|Error|2,816 sqft (on 4.03 acres)|12603|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.644577|-73.818642|Poughkeepsie|20220523|525000.0
43|532 Hicks Hill Rd Stanfordville, NY 12581|$595,000|||4bd|Error|2,456 sqft (on 5.11 acres)|12581|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.961105|-73.711998|Stanfordville|20220523|595000.0
47|99 Burger Rd Rhinebeck, NY 12572|$475,000|||3bd|Error|2,496 sqft (on 3 acres)|12572|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.916203|-73.88903|Rhinebeck|20220523|475000.0
48|127 Cooper Dr Verbank, NY 12585|$550,000|||4bd|Error|3,430 sqft (on 2.22 acres)|12585|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.718014|-73.740395|Verbank|20220523|550000.0
49|6 Windsor Hill Rd Highland, NY 12528|$529,000|||4bd|Error|2,400 sqft (on 8.99 acres)|12528|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.772568|-74.007652|Highland|20220523|529000.0
50|66 Carter Rd Pleasant Valley, NY 12569|$549,900|||4bd|Error|2,326 sqft (on 4.90 acres)|12569|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.706951|-73.798164|Pleasant Valley|20220523|549900.0
51|20 New Hill Rd Putnam Valley, NY 10579|$595,000|||4bd|Error|2,415 sqft (on 4.59 acres)|10579|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.397503|-73.798515|Putnam Valley|20220523|595000.0
52|255 Plutarch Rd Highland, NY 12528|$599,900|||2bd|Error|1,440 sqft (on 7.60 acres)|12528|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.747131|-74.037239|Highland|20220523|599900.0
53|148 Ernest Rd Stanfordville, NY 12581|$399,000|||3bd|Error|2,016 sqft (on 2.80 acres)|12581|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.846386|-73.694389|Stanfordville|20220523|399000.0
54|79 Losee Rd Wappingers Falls, NY 12590|$419,900|||4bd|Error|1,600 sqft (on 2.75 acres)|12590|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.587032|-73.901749|Wappingers Falls|20220523|419900.0
55|50 Skiba Rd Pine Plains, NY 12567|$550,000|||3bd|Error|1,939 sqft (on 2.58 acres)|12567|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.031391|-73.717979|Pine Plains|20220523|550000.0
56|74 Secor Ln Hopewell Junction, NY 12533|$599,900|||3bd|Error|2,391 sqft (on 3 acres)|12533|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.594257|-73.82515|Hopewell Junction|20220523|599900.0
57|866 Hollow Rd Salt Point, NY 12578|$450,000|||4bd|Error|2,776 sqft (on 2.40 acres)|12578|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.845047|-73.817062|Salt Point|20220523|450000.0
58|16 Starlight Dr Hopewell Junction, NY 12533|$489,000|||3bd|Error|2,524 sqft (on 2.09 acres)|12533|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.625404|-73.710014|Hopewell Junction|20220523|489000.0
59|74 Rockledge Rd Hopewell Junction, NY 12533|$349,900|||2bd|Error|1,900 sqft (on 3.50 acres)|12533|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.516071|-73.783028|Hopewell Junction|20220523|349900.0
60|82 Downing Rd Pleasant Valley, NY 12569|$345,000|||3bd|Error|1,573 sqft (on 10.08 acres)|12569|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.718887|-73.763382|Pleasant Valley|20220523|345000.0
61|1162 Duell Rd Stanfordville, NY 12581|$499,000|||3bd|Error|2,698 sqft (on 4.76 acres)|12581|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.870052|-73.689018|Stanfordville|20220523|499000.0
62|706 Beekman Rd Hopewell Junction, NY 12533|$550,000|||3bd|Error|958 sqft (on 4 acres)|12533|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.600487|-73.738449|Hopewell Junction|20220523|550000.0
63|495 E Mountain Rd N Cold Spring, NY 10516|$475,000|||3bd|Error|1,512 sqft (on 6 acres)|10516|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.489128|-73.864037|Cold Spring|20220523|475000.0
64|139 Timberwall Rd Saugerties, NY 12477|$449,000|||3bd|Error|1,248 sqft (on 2.20 acres)|12477|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.044743|-74.037407|Saugerties|20220523|449000.0
65|2 Rossway Rd Pleasant Valley, NY 12569|$589,000|||4bd|Error|2,166 sqft (on 3.02 acres)|12569|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.753716|-73.79261|Pleasant Valley|20220523|589000.0
66|241 Kidd Ln Tivoli, NY 12583|$309,000|||3bd|Error|1,008 sqft (on 5.06 acres)|12583|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.048431|-73.905701|Tivoli|20220523|309000.0
67|110 Green Point Rd Catskill, NY 12414|$554,000|||3bd|Error|2,288 sqft (on 4.10 acres)|12414|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.181358|-73.879677|Catskill|20220523|554000.0
70|1169 Route 216 Poughquag, NY 12570|$515,000|||3bd|Error|2,060 sqft (on 3.28 acres)|12570|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.607674|-73.680199|Poughquag|20220523|515000.0
71|205 Shenandoah Rd Hopewell Junction, NY 12533|$599,000|||3bd|Error|1,950 sqft (on 7.10 acres)|12533|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.542477|-73.808861|Hopewell Junction|20220523|599000.0
79|1480 US Highway 9 Tivoli, NY 12583|$549,900|||3bd|Error|2,590 sqft (on 2 acres)|12583|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.065819|-73.836555|Tivoli|20220523|549900.0
80|106 Smithtown Rd Fishkill, NY 12524|$429,900|||3bd|Error|1,400 sqft (on 3.61 acres)|12524|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.566372|-73.901932|Fishkill|20220523|429900.0
81|2407 Route 52 Hopewell Junction, NY 12533|$399,000|||2bd|Error|1,040 sqft (on 2.10 acres)|12533|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.554409|-73.800171|Hopewell Junction|20220523|399000.0
84|37 Vienna Woods Rd Purling, NY 12470|$549,989|||3bd|Error|1,922 sqft (on 2.30 acres)|12470|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.282604|-74.035873|Purling|20220523|549989.0
85|437 Depot Hill Rd Poughquag, NY 12570|$595,000|||4bd|Error|2,582 sqft (on 3.38 acres)|12570|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.5807|-73.680489|Poughquag|20220523|595000.0
89|18 Country Ln Garrison, NY 10524|$549,000|||4bd|Error|3,268 sqft (on 5.78 acres)|10524|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.335323|-73.925728|Garrison|20220523|549000.0
90|1227 Hearts Content Rd Round Top, NY 12473|$495,000|||5bd|Error|1,808 sqft (on 3 acres)|12473|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.259201|-74.022255|Round Top|20220523|495000.0
91|443 Oscawana Lake Rd Putnam Valley, NY 10579|$399,000|||2bd|Error|2,911 sqft (on 2.55 acres)|10579|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.383904|-73.845573|Putnam Valley|20220523|399000.0
92|1236 County Route 6 Germantown, NY 12526|$399,000|||4bd|Error|2,231 sqft (on 2.04 acres)|12526|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.086872|-73.829338|Germantown|20220523|399000.0
93|4 Old Grange Rd Hopewell Junction, NY 12533|$539,000|||3bd|Error|2,176 sqft (on 2.02 acres)|12533|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.541229|-73.851173|Hopewell Junction|20220523|539000.0
94|2603 Rod And Gun Rd Hudson, NY 12534|$529,900|||4bd|Error|1,810 sqft (on 4.80 acres)|12534|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.288383|-73.757835|Hudson|20220523|529900.0
99|532 Salt Point Tpke Poughkeepsie, NY 12601|$325,000|||4bd|Error|1,616 sqft (on 6.32 acres)|12601|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.741146|-73.878426|Poughkeepsie|20220523|325000.0
100|1475 Jackson Corners Rd Red Hook, NY 12571|$249,900|||2bd|Error|1,131 sqft (on 2 acres)|12571|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.019161|-73.747879|Red Hook|20220523|249900.0
101|102 Route 23 Claverack, NY 12513|$299,000|||3bd|Error|2,260 sqft (on 5.60 acres)|12513|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.224033|-73.725761|Claverack|20220523|299000.0
102|2319 State Route 32 New Windsor, NY 12553|$500,000|||2bd|Error|675 sqft (on 18.10 acres)|12553|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.443611|-74.058403|New Windsor|20220523|500000.0
103|211 Ruby Rd Kingston, NY 12401|$515,000|||3bd|Error|2,200 sqft (on 2 acres)|12401|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.000633|-74.028008|Kingston|20220523|515000.0
104|64 Queens Way Mahopac, NY 10541|$549,000|||3bd|Error|2,032 sqft (on 2.93 acres)|10541|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.366001|-73.716492|Mahopac|20220523|549000.0
105|546 E Kerley Corners Rd Tivoli, NY 12583|$429,000|||3bd|Error|1,096 sqft (on 20 acres)|12583|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.043781|-73.807823|Tivoli|20220523|429000.0
113|299 River Rd Ulster Park, NY 12487|$599,000|||3bd|Error|1,898 sqft (on 15.78 acres)|12487|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.862202|-73.958244|Ulster Park|20220523|599000.0
122|60 Queens Way Mahopac, NY 10541|$540,000|||3bd|Error|3,306 sqft (on 3.18 acres)|10541|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.365425|-73.716072|Mahopac|20220523|540000.0
126|61 Stickles Rd Hudson, NY 12534|$400,000|||3bd|Error|1,962 sqft (on 2 acres)|12534|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|42.165943|-73.774109|Hudson|20220523|400000.0
154|445 White Schoolhouse Rd Rhinebeck, NY 12572|$589,000|||4bd|Error|2,440 sqft (on 4.68 acres)|12572|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.915871|-73.853813|Rhinebeck|20220523|589000.0
164|365 Route 216 Stormville, NY 12582|$569,000|||4bd|Error|2,800 sqft (on 6.38 acres)|12582|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.57856|-73.737816|Stormville|20220523|569000.0
168|6 Farm View Rd Wappingers Falls, NY 12590|$471,000|||4bd|Error|2,080 sqft (on 2.55 acres)|12590|20220523Trulia_Scraped_Listings.csv|SingleFamilyResidence|41.645435|-73.838608|Wappingers Falls|20220523|471000.0
